UNIX time;Local time;weighScale1 min;weighScale1 avg;weighScale1 max;genericSensor1 min;genericSensor1 avg;genericSensor1 max;temperature min;temperature avg;temperature max
1593963000;2020-07-05T18:30:00.000;4914.36;4915.908;4917.269
1593963300;2020-07-05T18:35:00.000;4913.826;4914.978;4916.164
1593963600;2020-07-05T18:40:00.000;4912.868;4914.014;4915.674
1593963900;2020-07-05T18:45:00.000;4911.816;4913.13;4914.567
1593964200;2020-07-05T18:50:00.000;4910.741;4912.274;4913.531
1593964500;2020-07-05T18:55:00.000;4909.84;4911.296;4913.723
1593964800;2020-07-05T19:00:00.000;4909.272;4910.435;4911.778
1593965100;2020-07-05T19:05:00.000;4908.291;4909.532;4910.9
1593965400;2020-07-05T19:10:00.000;4907.456;4908.662;4909.686
1593965700;2020-07-05T19:15:00.000;4906.649;4907.837;4909.132
1593966000;2020-07-05T19:20:00.000;4904.874;4907.505;4924.797
1593966300;2020-07-05T19:25:00.000;4904.233;4907.149;4919.047
1593966600;2020-07-05T19:30:00.000;4904.136;4905.442;4906.565
1593966900;2020-07-05T19:35:00.000;4903.212;4904.705;4905.904
1593967200;2020-07-05T19:40:00.000;4901.446;4904.53;4918.32
1593967500;2020-07-05T19:45:00.000;4901.497;4903.202;4906.573
1593967800;2020-07-05T19:50:00.000;4900.993;4902.43;4903.491
1593968100;2020-07-05T19:55:00.000;4900.413;4901.629;4903.139
1593968400;2020-07-05T20:00:00.000;4899.627;4900.935;4902.405
1593968700;2020-07-05T20:05:00.000;4899.072;4900.212;4901.479
1593969000;2020-07-05T20:10:00.000;4898.138;4899.534;4900.533
1593969300;2020-07-05T20:15:00.000;4897.621;4898.882;4899.907
1593969600;2020-07-05T20:20:00.000;4897.091;4898.176;4899.515
1593969900;2020-07-05T20:25:00.000;4896.442;4897.517;4898.875
1593970200;2020-07-05T20:30:00.000;4895.715;4896.837;4897.827
1593970500;2020-07-05T20:35:00.000;4894.499;4896.223;4897.358
1593970800;2020-07-05T20:40:00.000;4894.393;4895.598;4896.779
1593971100;2020-07-05T20:45:00.000;4893.81;4895.057;4896.218
1593971400;2020-07-05T20:50:00.000;4893.246;4894.471;4895.697
1593971700;2020-07-05T20:55:00.000;4892.663;4893.802;4895.142
1593972000;2020-07-05T21:00:00.000;4892.125;4893.332;4894.585
1593972300;2020-07-05T21:05:00.000;4891.579;4892.758;4893.842
1593972600;2020-07-05T21:10:00.000;4890.989;4892.214;4893.274
1593972900;2020-07-05T21:15:00.000;4890.539;4891.628;4892.918
1593973200;2020-07-05T21:20:00.000;4889.929;4891.177;4892.253
1593973500;2020-07-05T21:25:00.000;4889.504;4890.622;4891.987
1593973800;2020-07-05T21:30:00.000;4888.728;4890.142;4891.353
1593974100;2020-07-05T21:35:00.000;4888.688;4889.639;4890.964
1593974400;2020-07-05T21:40:00.000;4888.177;4889.243;4890.542
1593974700;2020-07-05T21:45:00.000;4887.644;4888.78;4890.081
1593975000;2020-07-05T21:50:00.000;4887.196;4888.312;4889.429
1593975300;2020-07-05T21:55:00.000;4886.823;4887.914;4889.164
1593975600;2020-07-05T22:00:00.000;4886.474;4887.465;4888.653
1593975900;2020-07-05T22:05:00.000;4885.782;4887.067;4888.649
1593976200;2020-07-05T22:10:00.000;4885.608;4886.719;4887.892
1593976500;2020-07-05T22:15:00.000;4885.306;4886.349;4887.68
1593976800;2020-07-05T22:20:00.000;4884.9;4885.959;4886.962
1593977100;2020-07-05T22:25:00.000;4884.404;4885.63;4886.83
1593977400;2020-07-05T22:30:00.000;4883.878;4885.347;4886.664
1593977700;2020-07-05T22:35:00.000;4883.845;4884.975;4886.154
1593978000;2020-07-05T22:40:00.000;4883.666;4884.712;4885.718
1593978300;2020-07-05T22:45:00.000;4883.276;4884.342;4885.337
1593978600;2020-07-05T22:50:00.000;4882.39;4884.017;4885.202
1593978900;2020-07-05T22:55:00.000;4882.394;4883.783;4884.724
1593979200;2020-07-05T23:00:00.000;4882.557;4883.517;4884.699
1593979500;2020-07-05T23:05:00.000;4882.338;4883.223;4884.332
1593979800;2020-07-05T23:10:00.000;4881.733;4883.009;4884.396
1593980100;2020-07-05T23:15:00.000;4881.778;4882.78;4884.058
1593980400;2020-07-05T23:20:00.000;4881.476;4882.625;4883.912
1593980700;2020-07-05T23:25:00.000;4881.473;4882.437;4883.567
1593981000;2020-07-05T23:30:00.000;4881.101;4882.23;4883.295
1593981300;2020-07-05T23:35:00.000;4880.885;4882.013;4883.02
1593981600;2020-07-05T23:40:00.000;4880.705;4881.848;4882.829
1593981900;2020-07-05T23:45:00.000;4880.595;4881.569;4882.69
1593982200;2020-07-05T23:50:00.000;4880.269;4881.407;4882.406
1593982500;2020-07-05T23:55:00.000;4880.205;4881.246;4882.41
1593982800;2020-07-06T00:00:00.000;4880.227;4881.111;4882.183
1593983100;2020-07-06T00:05:00.000;4879.635;4880.933;4882.301
1593983400;2020-07-06T00:10:00.000;4879.853;4880.794;4881.867
1593983700;2020-07-06T00:15:00.000;4879.415;4880.593;4881.704
