UNIX time;Local time;weighScale1 min;weighScale1 avg;weighScale1 max;genericSensor1 min;genericSensor1 avg;genericSensor1 max;temperature min;temperature avg;temperature max
1770038340;2026-02-02T15:19:00.000;9.809;9.865;9.9
1770038370;2026-02-02T15:19:30.000;9.826;9.863;9.893
1770038400;2026-02-02T15:20:00.000;9.838;9.876;9.919
1770038430;2026-02-02T15:20:30.000;8.589;17.728;27.014
1770038460;2026-02-02T15:21:00.000;22.334;22.393;22.489
1770038490;2026-02-02T15:21:30.000;22.211;22.275;22.353
1770038520;2026-02-02T15:22:00.000;22.11;22.168;22.275
1770038550;2026-02-02T15:22:30.000;22.017;22.085;22.146
1770038580;2026-02-02T15:23:00.000;21.916;21.993;22.076
1770038610;2026-02-02T15:23:30.000;21.828;21.895;21.946
1770038640;2026-02-02T15:24:00.000;13.973;20.339;21.948
1770038670;2026-02-02T15:24:30.000;14.785;14.86;14.998
1770038700;2026-02-02T15:25:00.000;14.833;14.896;15.027
1770038730;2026-02-02T15:25:30.000;14.763;14.855;14.973
1770038760;2026-02-02T15:26:00.000;14.838;14.907;14.949
1770038790;2026-02-02T15:26:30.000;14.778;14.878;14.945
1770038820;2026-02-02T15:27:00.000;14.819;14.864;14.916
1770038850;2026-02-02T15:27:30.000;14.848;14.936;15.021
1770038880;2026-02-02T15:28:00.000;14.835;14.985;15.057
1770038910;2026-02-02T15:28:30.000;14.913;14.968;15.021
1770038940;2026-02-02T15:29:00.000;14.972;15.018;15.074
1770038970;2026-02-02T15:29:30.000;14.952;15.062;15.212
1770039000;2026-02-02T15:30:00.000;15.023;15.089;15.219
1770039030;2026-02-02T15:30:30.000;15.071;15.15;15.264
1770039060;2026-02-02T15:31:00.000;15.042;15.127;15.26
1770039090;2026-02-02T15:31:30.000;15.077;15.178;15.348
1770039120;2026-02-02T15:32:00.000;15.202;15.283;15.358
1770039150;2026-02-02T15:32:30.000;15.131;15.234;15.49
1770039180;2026-02-02T15:33:00.000;15.2;15.274;15.406
1770039210;2026-02-02T15:33:30.000;15.21;15.324;15.427
1770039240;2026-02-02T15:34:00.000;14.465;15.83;16.209
1770039270;2026-02-02T15:34:30.000;6.163;11.463;31.031
1770039300;2026-02-02T15:35:00.000;9.385;9.702;9.965
1770039330;2026-02-02T15:35:30.000;9.981;10.168;10.352
1770039360;2026-02-02T15:36:00.000;10.307;10.449;10.625
1770039390;2026-02-02T15:36:30.000;10.499;10.634;10.733
1770039420;2026-02-02T15:37:00.000;10.67;10.779;10.926
1770039450;2026-02-02T15:37:30.000;10.806;10.873;10.948
1770039480;2026-02-02T15:38:00.000;10.92;10.96;11.028
1770039510;2026-02-02T15:38:30.000;10.895;10.989;11.049
1770039540;2026-02-02T15:39:00.000;10.966;11.047;11.11
1770039570;2026-02-02T15:39:30.000;11.021;11.094;11.152
1770039600;2026-02-02T15:40:00.000;11.103;11.152;11.217
1770039630;2026-02-02T15:40:30.000;11.118;11.158;11.212
1770039660;2026-02-02T15:41:00.000;11.087;11.157;11.215
1770039690;2026-02-02T15:41:30.000;11.114;11.178;11.237
1770039720;2026-02-02T15:42:00.000;11.113;11.151;11.192
1770039750;2026-02-02T15:42:30.000;11.128;11.172;11.231
1770039780;2026-02-02T15:43:00.000;11.098;11.178;11.23
1770039810;2026-02-02T15:43:30.000;11.14;11.187;11.231
1770039840;2026-02-02T15:44:00.000;11.155;11.225;11.294
1770039870;2026-02-02T15:44:30.000;11.227;11.295;11.384
1770039900;2026-02-02T15:45:00.000;11.24;11.282;11.337
