UNIX time;Local time;genericSensor1 min;genericSensor1 avg;genericSensor1 max;genericSensor2 min;genericSensor2 avg;genericSensor2 max;genericSensor3 min;genericSensor3 avg;genericSensor3 max;genericSensor4 min;genericSensor4 avg;genericSensor4 max;genericSensor5 min;genericSensor5 avg;genericSensor5 max;genericSensor6 min;genericSensor6 avg;genericSensor6 max;genericSensor7 min;genericSensor7 avg;genericSensor7 max;genericSensor8 min;genericSensor8 avg;genericSensor8 max;genericSensor9 min;genericSensor9 avg;genericSensor9 max;genericSensor10 min;genericSensor10 avg;genericSensor10 max
1753477560;2025-07-26T00:06:00.000;0.441;0.442;0.443;0.095;0.095;0.095;0.346;0.347;0.348
1753477580;2025-07-26T00:06:20.000;0.442;0.443;0.443;0.095;0.095;0.095;0.347;0.348;0.348
1753477590;2025-07-26T00:06:30.000;0.304;0.442;0.6;0.068;0.092;0.12;0.236;0.35;0.504
1753477600;2025-07-26T00:06:40.000;0.042;0.654;0.911;0.012;0.095;0.128;0.03;0.56;0.782
1753477610;2025-07-26T00:06:50.000;0.042;0.508;0.904;0.012;0.1;0.163;0.03;0.408;0.742
1753477620;2025-07-26T00:07:00.000;0.143;0.619;0.916;0.036;0.12;0.156;0.107;0.5;0.762
1753477630;2025-07-26T00:07:10.000;0.187;0.713;0.91;0.042;0.129;0.155;0.146;0.584;0.757
1753477640;2025-07-26T00:07:20.000;0.567;0.649;0.682;0.128;0.14;0.142;0.439;0.509;0.545
1753477650;2025-07-26T00:07:30.000;0.663;0.666;0.669;0.141;0.142;0.142;0.521;0.524;0.527
1753477660;2025-07-26T00:07:40.000;0.668;0.671;0.672;0.142;0.143;0.143;0.526;0.528;0.53
1753477670;2025-07-26T00:07:50.000;0.672;0.672;0.673;0.142;0.143;0.143;0.529;0.53;0.531
1753477680;2025-07-26T00:08:00.000;0.673;0.674;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477690;2025-07-26T00:08:10.000;0.674;0.675;0.677;0.143;0.143;0.143;0.531;0.532;0.534
1753477700;2025-07-26T00:08:20.000;0.675;0.676;0.678;0.143;0.143;0.143;0.532;0.533;0.535
1753477710;2025-07-26T00:08:30.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.533
1753477720;2025-07-26T00:08:40.000;0.675;0.676;0.676;0.143;0.143;0.143;0.532;0.533;0.533
1753477730;2025-07-26T00:08:50.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477740;2025-07-26T00:09:00.000;0.676;0.676;0.677;0.143;0.143;0.143;0.533;0.533;0.534
1753477750;2025-07-26T00:09:10.000;0.676;0.677;0.677;0.143;0.143;0.143;0.533;0.534;0.534
1753477760;2025-07-26T00:09:20.000;0.677;0.677;0.678;0.143;0.143;0.143;0.533;0.534;0.535
1753477770;2025-07-26T00:09:30.000;0.676;0.676;0.677;0.143;0.143;0.143;0.533;0.533;0.534
1753477780;2025-07-26T00:09:40.000;0.676;0.677;0.677;0.143;0.143;0.143;0.533;0.534;0.534
1753477790;2025-07-26T00:09:50.000;0.676;0.677;0.677;0.143;0.143;0.143;0.533;0.534;0.534
1753477800;2025-07-26T00:10:00.000;0.675;0.677;0.678;0.143;0.143;0.143;0.532;0.534;0.534
1753477810;2025-07-26T00:10:10.000;0.677;0.677;0.678;0.143;0.143;0.143;0.533;0.534;0.535
1753477820;2025-07-26T00:10:20.000;0.676;0.677;0.678;0.143;0.143;0.143;0.533;0.534;0.534
1753477830;2025-07-26T00:10:30.000;0.675;0.677;0.677;0.143;0.143;0.143;0.532;0.534;0.534
1753477840;2025-07-26T00:10:40.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477850;2025-07-26T00:10:50.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477860;2025-07-26T00:11:00.000;0.675;0.676;0.676;0.143;0.143;0.143;0.532;0.533;0.533
1753477870;2025-07-26T00:11:10.000;0.675;0.675;0.676;0.143;0.143;0.143;0.532;0.532;0.533
1753477880;2025-07-26T00:11:20.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477890;2025-07-26T00:11:30.000;0.675;0.676;0.677;0.143;0.143;0.143;0.532;0.533;0.534
1753477900;2025-07-26T00:11:40.000;0.675;0.677;0.679;0.143;0.143;0.144;0.532;0.534;0.535
1753477910;2025-07-26T00:11:50.000;0.677;0.678;0.679;0.143;0.143;0.144;0.533;0.534;0.535
1753477920;2025-07-26T00:12:00.000;0.676;0.676;0.677;0.143;0.143;0.143;0.533;0.533;0.534
1753477930;2025-07-26T00:12:10.000;0.675;0.677;0.679;0.143;0.143;0.144;0.532;0.534;0.535
1753477940;2025-07-26T00:12:20.000;0.675;0.676;0.678;0.143;0.143;0.143;0.532;0.533;0.535
1753477950;2025-07-26T00:12:30.000;0.675;0.675;0.675;0.143;0.143;0.143;0.532;0.532;0.533
1753477960;2025-07-26T00:12:40.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477970;2025-07-26T00:12:50.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477980;2025-07-26T00:13:00.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753477990;2025-07-26T00:13:10.000;0.675;0.675;0.675;0.143;0.143;0.143;0.532;0.532;0.532
1753478000;2025-07-26T00:13:20.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.533
1753478010;2025-07-26T00:13:30.000;0.672;0.674;0.675;0.143;0.143;0.143;0.53;0.531;0.533
1753478020;2025-07-26T00:13:40.000;0.673;0.674;0.675;0.142;0.143;0.143;0.531;0.531;0.532
1753478030;2025-07-26T00:13:50.000;0.673;0.674;0.675;0.143;0.143;0.143;0.53;0.531;0.532
1753478040;2025-07-26T00:14:00.000;0.673;0.674;0.674;0.143;0.143;0.143;0.531;0.532;0.532
1753478050;2025-07-26T00:14:10.000;0.674;0.675;0.677;0.143;0.144;0.145;0.531;0.532;0.532
1753478060;2025-07-26T00:14:20.000;0.674;0.675;0.675;0.143;0.143;0.143;0.531;0.532;0.532
1753478070;2025-07-26T00:14:30.000;0.674;0.675;0.676;0.143;0.143;0.143;0.531;0.532;0.533
